2.500000000000000139e-02,9.493736230790030331e-03
7.500000000000001110e-02,2.733912490393811817e-02
1.250000000000000000e-01,1.765072965717624509e-01
1.750000000000000167e-01,1.514224149311629020e-01
2.250000000000000056e-01,3.457655183987773384e-01
2.750000000000000222e-01,2.596673940089113120e-01
3.250000000000000666e-01,3.804745747299212999e-01
3.750000000000000000e-01,3.039352175979994630e-01
4.250000000000000444e-01,2.455762815766130147e-01
4.749999999999999778e-01,1.983810407076050664e-01
5.250000000000000222e-01,2.898816405581864375e-01
5.750000000000000666e-01,1.831710756534049023e-01
6.250000000000000000e-01,2.589069440207436013e-01
6.750000000000000444e-01,3.330845064149052237e-01
7.250000000000000888e-01,3.148367441114049980e-01
7.750000000000000222e-01,2.270442237346654568e-01
8.250000000000000666e-01,2.314098593368949519e-01
8.750000000000000000e-01,2.494340542846401609e-01
9.250000000000000444e-01,1.489692544471640234e-01
9.750000000000000888e-01,1.489959088635500195e-01
1.024999999999999911e+00,1.324697007062014265e-01
1.075000000000000178e+00,6.686974433641264259e-02
1.125000000000000000e+00,7.380808108800458733e-02
1.175000000000000266e+00,5.677608120071145348e-02
1.225000000000000089e+00,6.341885098370618479e-02
1.274999999999999911e+00,3.270763860416214114e-02
1.325000000000000178e+00,2.337647934758571577e-02
1.375000000000000000e+00,2.190954959681828268e-02
1.425000000000000266e+00,9.875134260839387237e-03
1.475000000000000089e+00,4.188375194813214429e-03
1.524999999999999911e+00,3.613299424287959305e-03
1.575000000000000178e+00,8.904562118581864577e-04
1.625000000000000000e+00,1.625452831976440752e-03
1.675000000000000266e+00,1.945436018103885185e-03
1.725000000000000089e+00,3.656566086670455951e-04
1.774999999999999911e+00,1.304604089381501339e-03
1.825000000000000178e+00,2.137686701710995486e-03
1.875000000000000000e+00,7.445614831954233724e-04
1.925000000000000266e+00,1.359733863868852876e-03
1.975000000000000089e+00,4.342035266371407735e-04
2.025000000000000355e+00,1.684308938047788130e-03
2.075000000000000178e+00,9.661259536084844651e-04
2.125000000000000000e+00,4.717428624783497363e-04
2.174999999999999822e+00,1.180166240508848368e-03
2.225000000000000089e+00,6.088993547217142269e-04
2.275000000000000355e+00,1.135138544501483127e-03
2.325000000000000178e+00,1.687827955984364837e-03
2.375000000000000000e+00,1.319768455461506318e-04
2.425000000000000266e+00,9.069219339005705777e-04
2.475000000000000089e+00,1.675972576792143960e-03
2.525000000000000355e+00,3.787625575020846344e-04
2.575000000000000178e+00,9.143485141906617774e-04
2.625000000000000000e+00,1.682752238696080566e-04
